Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
screecher_attack,,,zmb\ai\screecher\attack\attack_00.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_attack,,,zmb\ai\screecher\attack\attack_01.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_attack,,,zmb\ai\screecher\attack\attack_02.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_attack,,,zmb\ai\screecher\attack\attack_03.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_attack,,,zmb\ai\screecher\attack\attack_04.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_attack,,,zmb\ai\screecher\attack\attack_05.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

screecher_scratch_2d,,,zmb\ai\screecher\scratch\scr_scratch_00.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_scratch_2d,,,zmb\ai\screecher\scratch\scr_scratch_01.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_scratch_2d,,,zmb\ai\screecher\scratch\scr_scratch_02.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_scratch_2d,,,zmb\ai\screecher\scratch\scr_scratch_03.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_scratch_2d,,,zmb\ai\screecher\scratch\scr_scratch_04.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

screecher_land_head_2d,,,zmb\ai\screecher\scr_imp_head.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_fly_loop,,,zmb\ai\screecher\scr_arm_loop.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,500,500,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

screecher_jump,,,zmb\ai\screecher\jump\jump_00.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,700,700,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_jump,,,zmb\ai\screecher\jump\jump_01.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,700,700,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_jump,,,zmb\ai\screecher\jump\jump_02.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,700,700,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_jump,,,zmb\ai\screecher\jump\jump_03.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,700,700,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_jump,,,zmb\ai\screecher\jump_v2\scr_jump_00.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,700,700,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_jump,,,zmb\ai\screecher\jump_v2\scr_jump_01.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,700,700,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_jump,,,zmb\ai\screecher\jump_v2\scr_jump_02.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,700,700,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

screecher_bury,,,zmb\ai\screecher\bury\zmb_screecher_dig.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,500,500,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

screecher_death,,,zmb\ai\screecher\death\death_00.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,500,500,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_death,,,zmb\ai\screecher\death\death_01.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,500,500,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_death,,,zmb\ai\screecher\death\death_02.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,500,500,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_death,,,zmb\ai\screecher\death\death_03.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,500,500,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,


#screecher_loop,,,zmb\ai\screecher\screecher_running_loop.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#screecher_run_loop,,,zmb\ai\screecher\screecher_foot_loop.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,1000,1000,,,,,3,oldest,10,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

screecher_loop,,,zmb\ai\screecher\screecher_running_loop.wav,,,uin_mod,,,,,BUS_FX,,,,25,,60,60,1000,2000,,,,,,3,reject,3,reject,1.2,1.2,100,100,0.25,1,,3d,,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screecher_run_loop,,,zmb\ai\screecher\screecher_foot_loop.wav,,,uin_mod,,,,,BUS_FX,,,,25,,80,80,1000,2000,,,,,,3,reject,3,reject,1.2,1.2,100,100,0.25,1,,3d,,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,



