Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber,
vox_maxis_flytrap_4_1,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_flytrap_4_1.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog_2d,47,100,87,87,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_FLYTRAP_4_1,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_maxis_radio1_0,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_maxis_radio1_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_MAXIS_RADIO1_0,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_maxis_radio1_1,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_maxis_radio1_1.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_MAXIS_RADIO1_1,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_maxis_radio1_2,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_maxis_radio1_2.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_MAXIS_RADIO1_2,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_maxis_radio1_3,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_maxis_radio1_3.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_MAXIS_RADIO1_3,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_maxis_radio2_0,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_maxis_radio2_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_MAXIS_RADIO2_0,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_maxis_radio2_1,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_maxis_radio2_1.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_MAXIS_RADIO2_1,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_maxis_radio2_2,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_maxis_radio2_2.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_MAXIS_RADIO2_2,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_maxis_radio2_3,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_maxis_radio2_3.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_MAXIS_RADIO2_3,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_maxis_radio3_0,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_maxis_radio3_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_MAXIS_RADIO3_0,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_maxis_radio3_1,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_maxis_radio3_1.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_MAXIS_RADIO3_1,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_maxis_radio3_2,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_maxis_radio3_2.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_MAXIS_RADIO3_2,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_maxis_radio4_0,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_maxis_radio4_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_MAXIS_RADIO4_0,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_maxis_radio5_0,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_maxis_radio5_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_MAXIS_RADIO5_0,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_maxis_radio5_1,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_maxis_radio5_1.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_MAXIS_RADIO5_1,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_player_radio1a_0,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_player_radio1a_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_PLAYER_RADIO1A_0,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_player_radio2a_0,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_player_radio2a_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_PLAYER_RADIO2A_0,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_player_radio2a_1,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_player_radio2a_1.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_PLAYER_RADIO2A_1,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_player_radio3a_0,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_player_radio3a_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_PLAYER_RADIO3A_0,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_player_radio3a_1,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_player_radio3a_1.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_PLAYER_RADIO3A_1,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_player_radio3a_2,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_player_radio3a_2.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_PLAYER_RADIO3A_2,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_player_radio3a_3,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_player_radio3a_3.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,91,91,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_PLAYER_RADIO3A_3,no,mature,,perspective,npc,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_teleporter_1active_0,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_teleporter_1active_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,,47,0,87,87,500,1600,2500,allon,default,rcurve1,default,7,oldest,1,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.15,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_TELEPORTER_1ACTIVE_0,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_teleporter_2active_0,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_teleporter_2active_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,,47,0,87,87,500,1600,2500,allon,default,rcurve1,default,7,oldest,1,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.15,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_TELEPORTER_2ACTIVE_0,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_teleporter_3active_0,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_teleporter_3active_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,,47,0,87,87,500,1600,2500,allon,default,rcurve1,default,7,oldest,1,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.15,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_TELEPORTER_3ACTIVE_0,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_teleporter_allactive_0,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_teleporter_allactive_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,,47,0,87,87,500,1600,2500,allon,default,rcurve1,default,7,oldest,1,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.15,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_TELEPORTER_ALLACTIVE_0,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_teleporter_count_0,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_teleporter_count_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,,47,0,87,87,500,1600,2500,allon,default,rcurve1,default,7,oldest,1,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.15,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_TELEPORTER_COUNT_0,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_teleporter_count_1,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_teleporter_count_1.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,,47,0,87,87,500,1600,2500,allon,default,rcurve1,default,7,oldest,1,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.15,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_TELEPORTER_COUNT_1,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_teleporter_count_10,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_teleporter_count_10.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,,47,0,87,87,500,1600,2500,allon,default,rcurve1,default,7,oldest,1,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.15,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_TELEPORTER_COUNT_10,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_teleporter_count_11,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_teleporter_count_11.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,,47,0,87,87,500,1600,2500,allon,default,rcurve1,default,7,oldest,1,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.15,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_TELEPORTER_COUNT_11,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_teleporter_count_2,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_teleporter_count_2.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,,47,0,87,87,500,1600,2500,allon,default,rcurve1,default,7,oldest,1,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.15,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_TELEPORTER_COUNT_2,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_maxis_teleporter_count_3,,streamed,en\vox\scripted\zm_factory\vox_der_maxis_teleporter_count_3.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,,47,0,87,87,500,1600,2500,allon,default,rcurve1,default,7,oldest,1,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.15,no,yes,,0,ZM_FACTORY_VOX_VOX_MAXIS_TELEPORTER_COUNT_3,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
